start	end	type	role
23764	601	ACTED_IN	Pretty Girl
9981	601	ACTED_IN	Steve
2878	601	ACTED_IN	Tyler
9978	601	ACTED_IN	Michael
9982	601	ACTED_IN	Schoolboy
9980	601	ACTED_IN	Greg
9983	601	ACTED_IN	Science Teacher
9984	601	ACTED_IN	Policeman
9985	601	ACTED_IN	E.T. (voice)
62001	601	ACTED_IN	Mary
2888	602	ACTED_IN	Captain Steven Hiller
8984	602	ACTED_IN	President Thomas J. Whitmore
4785	602	ACTED_IN	David Levinson
1581	602	ACTED_IN	First Lady Marilyn Whitmore
6167	602	ACTED_IN	Julius Levinson
1162	602	ACTED_IN	General William Grey
1811	602	ACTED_IN	Russell Casse
8985	602	ACTED_IN	Constance Spano
2535	602	ACTED_IN	Jasmine Dubrow
8986	602	ACTED_IN	Albert Nimzicki
7420	602	ACTED_IN	Marty Gilbert
2059	602	ACTED_IN	Major Mitchell
2389	602	ACTED_IN	Dr. Brackish Okun
1582	602	ACTED_IN	Miguel Casse
8987	602	ACTED_IN	Alicia Casse
4133	602	ACTED_IN	Troy Casse
18688	602	ACTED_IN	Captain Jimmy Wilder
6384	603	ACTED_IN	Neo
2975	603	ACTED_IN	Morpheus
530	603	ACTED_IN	Trinity
1331	603	ACTED_IN	Agent Smith
532	603	ACTED_IN	Cypher
9372	603	ACTED_IN	Tank
9364	603	ACTED_IN	Oracle
7244	603	ACTED_IN	Apoc
9376	603	ACTED_IN	Switch
9374	603	ACTED_IN	Mouse
9378	603	ACTED_IN	Dozer
9380	603	ACTED_IN	Agent Brown
9383	603	ACTED_IN	Rhineheart
9384	603	ACTED_IN	Choi
39545	603	ACTED_IN	Agent Jones
181214	603	ACTED_IN	White Rabbit Girl
1090466	603	ACTED_IN	Priestess
218366	603	ACTED_IN	Spoon Boy
57799	603	ACTED_IN	Lieutenant
6384	604	ACTED_IN	Neo
2975	604	ACTED_IN	Morpheus
530	604	ACTED_IN	Trinity
1331	604	ACTED_IN	Agent Smith
9364	604	ACTED_IN	Oracle
9443	604	ACTED_IN	The Architect
2192	604	ACTED_IN	The Merovingian
28782	604	ACTED_IN	Persephone
9448	604	ACTED_IN	Twin #2
9450	604	ACTED_IN	Twin #1
9452	604	ACTED_IN	Agent Johnson
9457	604	ACTED_IN	Captain Ballard
9459	604	ACTED_IN	Agent Jackson
9462	604	ACTED_IN	The Keymaker
9464	604	ACTED_IN	Commander Lock
9466	604	ACTED_IN	Agent Thompson
52908	604	ACTED_IN	Seraph
537506	604	ACTED_IN	Councillor West
9575	604	ACTED_IN	Niobe
18286	604	ACTED_IN	Zee
6384	605	ACTED_IN	Neo
2975	605	ACTED_IN	Morpheus
530	605	ACTED_IN	Trinity
1331	605	ACTED_IN	Agent Smith
9572	605	ACTED_IN	Oracle
9443	605	ACTED_IN	The Architect
2192	605	ACTED_IN	The Merovingian
9457	605	ACTED_IN	Captain Ballard
9462	605	ACTED_IN	The Keymaker
9464	605	ACTED_IN	Commander Lock
9466	605	ACTED_IN	Agent Thompson
6195	605	ACTED_IN	Link
9575	605	ACTED_IN	Niobe
9576	605	ACTED_IN	Cas
52908	605	ACTED_IN	Seraph
537506	605	ACTED_IN	Councillor West
18286	605	ACTED_IN	Zee
28782	605	ACTED_IN	Persephone
62490	605	ACTED_IN	Tower Soldier
5064	606	ACTED_IN	Karen Christence Dinesen Blixen
4135	606	ACTED_IN	Denys George Finch Hatton
10647	606	ACTED_IN	Baron Bror Blixen/Baron Hans Blixen
10648	606	ACTED_IN	Berkeley Cole
10649	606	ACTED_IN	Farah
10650	606	ACTED_IN	Kamante
10651	606	ACTED_IN	Kinanjui
3796	606	ACTED_IN	Lord Delamere
10652	606	ACTED_IN	Felicity
10653	606	ACTED_IN	Lady Belfield
10654	606	ACTED_IN	Lord Belfield
10655	606	ACTED_IN	Sir Joseph
10656	606	ACTED_IN	Juma
10657	606	ACTED_IN	Belknap, farm manager
10658	606	ACTED_IN	Kanuthia
1154526	606	ACTED_IN	Ismail
2124	606	ACTED_IN	Mariammo
2176	607	ACTED_IN	Agent K
2888	607	ACTED_IN	James Edwards / Agent J
9625	607	ACTED_IN	Dr. Laurel Weaver / Agent L
7132	607	ACTED_IN	Edgar / The Bug
9626	607	ACTED_IN	Chief Zed
4252	607	ACTED_IN	Jack Jeebs
9628	607	ACTED_IN	Gentle Rosenburg the Arquillian Jeweler
9629	607	ACTED_IN	Van driver
9630	607	ACTED_IN	Jose
9631	607	ACTED_IN	Arquillian
9632	607	ACTED_IN	INS agent Janus
9633	607	ACTED_IN	Agent D
9634	607	ACTED_IN	2nd Lt. Jake Jensen
6751	607	ACTED_IN	Beatrice
443770	607	ACTED_IN	Mikey
2176	608	ACTED_IN	Kevin Brown, Agent Kay
2888	608	ACTED_IN	Agent Jay
9626	608	ACTED_IN	Zed
6684	608	ACTED_IN	Serleena
9656	608	ACTED_IN	Scrad/Charlie
5916	608	ACTED_IN	Laura Vasquez
4252	608	ACTED_IN	Jack Jeebs
9657	608	ACTED_IN	Agent Tee
1240	608	ACTED_IN	Ben
212	608	ACTED_IN	Newton
9658	608	ACTED_IN	Hailey
9659	608	ACTED_IN	Captain Larry Bridgewater, The Motorman
120724	608	ACTED_IN	Cameo
8977	609	ACTED_IN	Steve Freeling
10080	609	ACTED_IN	Diane Freeling
10083	609	ACTED_IN	Dr. Lesh
10084	609	ACTED_IN	Dana Freeling
10085	609	ACTED_IN	Robbie Freeling
10086	609	ACTED_IN	Carol Anne Freeling
10087	609	ACTED_IN	Ben Tuthill
10088	609	ACTED_IN	Mrs. Tuthill
10089	609	ACTED_IN	Dr. Marty Casey
10090	609	ACTED_IN	Ryan
10091	609	ACTED_IN	Tangina Barrons
2851	609	ACTED_IN	Pugsley
31	13	ACTED_IN	Forrest Gump
32	13	ACTED_IN	Jenny Curran
33	13	ACTED_IN	Lt. Dan Taylor
34	13	ACTED_IN	Pvt. Benjamin Buford Bubba Blue
35	13	ACTED_IN	Mrs. Gump
37821	13	ACTED_IN	Young Forrest Gump
37822	13	ACTED_IN	Elvis Presley
37823	13	ACTED_IN	Coach
37824	13	ACTED_IN	President John F. Kennedy
37825	13	ACTED_IN	Drill Sergeant
37826	13	ACTED_IN	Tex
37827	13	ACTED_IN	President Johnson
37828	13	ACTED_IN	Elderly Southern Woman on Park Bench
37829	13	ACTED_IN	Taxi Driver
9640	13	ACTED_IN	Forrest Gump Jr.
37830	13	ACTED_IN	Bubbas Great-Grandmother
37831	13	ACTED_IN	Mrs. Blue, Bubbas Mother
37832	13	ACTED_IN	Jennys Father
36221	13	ACTED_IN	Principal
204997	13	ACTED_IN	Young Jenny Curran
9828	20526	ACTED_IN	Sam Flynn
1229	20526	ACTED_IN	Kevin Flynn / Clu
59315	20526	ACTED_IN	Quorra
2547	20526	ACTED_IN	Alan Bradley / Tron
60033	20526	ACTED_IN	Siren
86268	20526	ACTED_IN	Siren
20403	20526	ACTED_IN	Siren
130108	20526	ACTED_IN	Siren
22063	20526	ACTED_IN	Jarvis
86269	20526	ACTED_IN	Young Mrs. Flynn
58371	20526	ACTED_IN	Sobel
3968	20526	ACTED_IN	Castor / Zuse
109205	20526	ACTED_IN	Young Sam
37980	20526	ACTED_IN	Green Light Cycle Rider
67931	20526	ACTED_IN	Masked DJs
10874	20526	ACTED_IN	Chattering Homeless Man
43263	20526	ACTED_IN	Bartik
145110	20526	ACTED_IN	Half Faced Man (as Yurij Kis)
2	11	ACTED_IN	Luke Skywalker
4	11	ACTED_IN	Leia Organa
3	11	ACTED_IN	Han Solo
5	11	ACTED_IN	Grand Moff Tarkin
6	11	ACTED_IN	C-3PO
130	11	ACTED_IN	R2-D2
12248	11	ACTED_IN	Obi-Wan Kenobi
24343	11	ACTED_IN	Chewbacca
24342	11	ACTED_IN	Darth Vader
15152	11	ACTED_IN	Darth Vader (voice)
33032	11	ACTED_IN	Uncle Owen
131625	11	ACTED_IN	Aunt Beru
81024	11	ACTED_IN	Advisor to Grand Moff Tarkin
663	11	ACTED_IN	Jek Tono Porkins (Red Six)
166258	11	ACTED_IN	Lt. Shann Childsen
524	1893	ACTED_IN	Queen Amidala
3061	1893	ACTED_IN	Obi Wan Kenobi
3896	1893	ACTED_IN	Qui-Gon Jinn
27762	1893	ACTED_IN	Senator Palpatine
6	1893	ACTED_IN	C-3PO
130	1893	ACTED_IN	R2-D2
33196	1893	ACTED_IN	Anakin Skywalker
33190	1893	ACTED_IN	Shmi Skywalker
7908	1893	ACTED_IN	Yoda (voice)
31923	1893	ACTED_IN	Governor Bibble
11007	1893	ACTED_IN	Darth Maul
31925	1893	ACTED_IN	Capt. Panaka
33197	1893	ACTED_IN	Jar Jar Binks (Voice)
33198	1893	ACTED_IN	Watto
25441	1893	ACTED_IN	Capt. Tarpals
2231	1893	ACTED_IN	Mace Windu
116	1893	ACTED_IN	Sabé
1769	1893	ACTED_IN	Saché
11184	1893	ACTED_IN	Wald
2	1892	ACTED_IN	Luke Skywalker
3	1892	ACTED_IN	Han Solo
4	1892	ACTED_IN	Princess Leia
3799	1892	ACTED_IN	Lando Calrissian
6	1892	ACTED_IN	C-3PO
24343	1892	ACTED_IN	Chewbacca
15152	1892	ACTED_IN	Voice of Darth Vader (voice)
7908	1892	ACTED_IN	Yoda (voice)
27762	1892	ACTED_IN	The Emperor
28235	1892	ACTED_IN	Anakin Skywalker
24342	1892	ACTED_IN	Darth Vader
12248	1892	ACTED_IN	Ben Obi-Wan Kenobi
130	1892	ACTED_IN	R2-D2 / Paploo
11184	1892	ACTED_IN	Wicket
3061	1894	ACTED_IN	Obi Wan Kenobi
524	1894	ACTED_IN	Padmé Amidala
17244	1894	ACTED_IN	Anakin Skywalker
113	1894	ACTED_IN	Count Dooku
27762	1894	ACTED_IN	Chancellor Palpatine
2231	1894	ACTED_IN	Mace Windu
9827	1894	ACTED_IN	Dormé
7908	1894	ACTED_IN	Yoda (Voice)
6	1894	ACTED_IN	C-3PO
130	1894	ACTED_IN	R2-D2
9374	1894	ACTED_IN	Elan Sleazebaggano
33186	1894	ACTED_IN	Gilramos Libkath
33187	1894	ACTED_IN	Cordé
20806	1894	ACTED_IN	Ki-Adi-Mundi
20806	1894	ACTED_IN	Viceroy Nute Gunray
31923	1894	ACTED_IN	Govenor Sio Bibble
33188	1894	ACTED_IN	Dexter Jettster
33182	1894	ACTED_IN	Capt. Typho
33181	1894	ACTED_IN	Senator Bail Organa
33189	1894	ACTED_IN	Boba Fett
7242	1894	ACTED_IN	Jango Fett
33190	1894	ACTED_IN	Shmi Skywalker
33191	1894	ACTED_IN	Queen Jamillia
33192	1894	ACTED_IN	Owen Lars
12536	1894	ACTED_IN	Cliegg Lars
131634	1894	ACTED_IN	Beru
33198	1894	ACTED_IN	Watto (voice)
1748	168	ACTED_IN	Admiral/Captain James T. Kirk
1749	168	ACTED_IN	Captain Spock
1750	168	ACTED_IN	Dr. Leonard McCoy
1751	168	ACTED_IN	Montgomery Scott
1752	168	ACTED_IN	Cmdr. Hikaru Sulu
1754	168	ACTED_IN	Cmdr. Pavel Chekov
1753	168	ACTED_IN	Cmdr. Uhura
2021	168	ACTED_IN	Amanda
2022	168	ACTED_IN	Dr. Gillian Taylor
1820	168	ACTED_IN	Ambassador Sarek
1819	168	ACTED_IN	Lt. Saavik
2387	193	ACTED_IN	Captain Jean-Luc Picard
2388	193	ACTED_IN	Commander William T. Riker
2389	193	ACTED_IN	Lt. Commander Data
2390	193	ACTED_IN	Lt. Commander Geordi La Forge
2391	193	ACTED_IN	Lt. Commander Worf
2392	193	ACTED_IN	Dr. Beverly Crusher
2393	193	ACTED_IN	Commander Deanna Troi
1748	193	ACTED_IN	James T. Kirk
1751	193	ACTED_IN	Montgomery Scott
1754	193	ACTED_IN	Pavel Chekov
56890	193	ACTED_IN	Dr. Tolian Soran
2394	193	ACTED_IN	Capt. John Harriman
2395	193	ACTED_IN	Guinan
2387	200	ACTED_IN	Captain Jean-Luc Picard
2388	200	ACTED_IN	Commander William T. Riker
2389	200	ACTED_IN	Lt. Commander Data
2390	200	ACTED_IN	Lt. Commander Geordi La Forge
2392	200	ACTED_IN	Doctor Beverly Crusher
2393	200	ACTED_IN	Counselor Deanna Troi
1164	200	ACTED_IN	Adhar Ruafo
2516	200	ACTED_IN	Vice-Adm. Dougherty
2517	200	ACTED_IN	Anij
2518	200	ACTED_IN	Gallatin
2391	200	ACTED_IN	Lt. Commander Worf
1748	157	ACTED_IN	Admiral James T. Kirk
1749	157	ACTED_IN	Capt. Spock/Elevator Voice
1750	157	ACTED_IN	Dr. Leonard McCoy
1751	157	ACTED_IN	Montgomery Scott
1752	157	ACTED_IN	Hikaru Sulu
1753	157	ACTED_IN	Cmdr. Uhura
1754	157	ACTED_IN	Pavel Chekov
1795	157	ACTED_IN	Dr. David Marcus
1062	157	ACTED_IN	Cmdr. Kruge
1819	157	ACTED_IN	Lt. Saavik
1820	157	ACTED_IN	Ambassador Sarek
1829	157	ACTED_IN	Spock...Age 9
1830	157	ACTED_IN	Spock...Age 13
1831	157	ACTED_IN	Spock...Age 17
1832	157	ACTED_IN	Spock at age 25
3362	157	ACTED_IN	Vulcan High Priestess
1748	152	ACTED_IN	Captain James T. Kirk
1749	152	ACTED_IN	Mr. Spock
1752	152	ACTED_IN	Lt. Cmdr. Hikaru Sulu
1751	152	ACTED_IN	Montgomery Scott
1754	152	ACTED_IN	Lt. Pavel Chekov
1753	152	ACTED_IN	Lt. Cmdr. Uhura
1750	152	ACTED_IN	Dr. Leonard McCoy
1755	152	ACTED_IN	Dr. Christine Chapel
1756	152	ACTED_IN	Capt./Cmdr. Willard Decker
1757	152	ACTED_IN	Lieutenant Ilia
1759	152	ACTED_IN	CPO Janice Rand
1820	152	ACTED_IN	Klingon Captain
168423	152	ACTED_IN	Alien Boy
44054	152	ACTED_IN	Epsilon Technician
178145	152	ACTED_IN	Airlock Technician
72658	152	ACTED_IN	Crew Member
2387	201	ACTED_IN	Captain Jean-Luc Picard
2388	201	ACTED_IN	Captain William T. Riker
2389	201	ACTED_IN	Lt. Commander Data
2390	201	ACTED_IN	Lt. Commander Geordi La Forge
2392	201	ACTED_IN	Dr. Beverly Crusher
2393	201	ACTED_IN	Counselor Deanna Troi-Riker
2524	201	ACTED_IN	Praetor Shinzon
2372	201	ACTED_IN	The Reman Viceroy
2525	201	ACTED_IN	Senator Talaura
2133	201	ACTED_IN	Commander Donatra
2391	201	ACTED_IN	Lt. Commander Worf
1748	154	ACTED_IN	Admiral James T. Kirk
1749	154	ACTED_IN	Captain Spock
1750	154	ACTED_IN	Dr. Leonard McCoy
1751	154	ACTED_IN	Montgomery Scott
1752	154	ACTED_IN	Cmdr. Hikaru Sulu
1753	154	ACTED_IN	Cmdr. Uhura
1754	154	ACTED_IN	Cmdr. Pavel Chekov
1793	154	ACTED_IN	Khan Noonien Singh
1794	154	ACTED_IN	Dr. Carol Marcus
1795	154	ACTED_IN	Dr. David Marcus
1796	154	ACTED_IN	Lt. Saavik
1818	154	ACTED_IN	Captain Clark Terrell
85	12155	ACTED_IN	The Mad Hatter
1813	12155	ACTED_IN	The White Queen
1283	12155	ACTED_IN	The Red Queen
1064	12155	ACTED_IN	The Knave of Hearts
76070	12155	ACTED_IN	Alice Kingsley
20982	12155	ACTED_IN	Charles Kingsley
26209	12155	ACTED_IN	Tweedledee / Tweedledum
30083	12155	ACTED_IN	Helen Kingsley
11276	12155	ACTED_IN	Lord Ascot
47468	12155	ACTED_IN	Aunt Imogene
3968	12155	ACTED_IN	The White Rabbit (voice)
4566	12155	ACTED_IN	The Caterpillar (voice)
113	12155	ACTED_IN	The Jabberwocky (voice)
11275	12155	ACTED_IN	The Cheshire Cat (voice)
9191	12155	ACTED_IN	The Bloodhound (voice)
34900	12155	ACTED_IN	The March Hare (voice)
40942	12155	ACTED_IN	The Dormouse (voice)
3796	12155	ACTED_IN	The Dodo (voice)
11356	12155	ACTED_IN	Tall Flower Faces (voice)
85	58	ACTED_IN	Captain Jack Sparrow
116	58	ACTED_IN	Elizabeth Swann
114	58	ACTED_IN	Will Turner
1709	58	ACTED_IN	James Norrington
2440	58	ACTED_IN	Davy Jones
1640	58	ACTED_IN	Bootstrap Bill
2441	58	ACTED_IN	Lord Beckett
378	58	ACTED_IN	Governor Weatherby Swann
2038	58	ACTED_IN	Tia Dalma
118	58	ACTED_IN	Captain Barbossa
2449	58	ACTED_IN	Joshamee Gibbs
1710	58	ACTED_IN	Pintel
1711	58	ACTED_IN	Ragetti
1715	58	ACTED_IN	Cotton
2451	58	ACTED_IN	Captain Bellamy
2450	58	ACTED_IN	Scarlet
2452	58	ACTED_IN	Giselle
82636	58	ACTED_IN	Frightened Sailor
85	285	ACTED_IN	Jack Sparrow
114	285	ACTED_IN	Will Turner
116	285	ACTED_IN	Elizabeth Swann
1619	285	ACTED_IN	Captain Sao Feng
118	285	ACTED_IN	Barbossa
378	285	ACTED_IN	Governor Weatherby Swann
2440	285	ACTED_IN	Davy Jones
2441	285	ACTED_IN	Lord Cutler Beckett
1640	285	ACTED_IN	Bootstrap Bill Turner
2449	285	ACTED_IN	Joshamee Gibbs
1709	285	ACTED_IN	Admiral James Norrington
1711	285	ACTED_IN	Ragetti
1710	285	ACTED_IN	Pintel
4030	285	ACTED_IN	Marty
4031	285	ACTED_IN	Lieutenant Groves
2038	285	ACTED_IN	Tia Dalma
1430	285	ACTED_IN	Teague Sparrow
85	118	ACTED_IN	Willy Wonka
1281	118	ACTED_IN	Charlie Bucket
1285	118	ACTED_IN	Violet Beauregarde
1286	118	ACTED_IN	Veruca Salt
1282	118	ACTED_IN	Grandpa Joe
1283	118	ACTED_IN	Mrs. Bucket
1284	118	ACTED_IN	Mr. Bucket
1290	118	ACTED_IN	Mike Teavee
1291	118	ACTED_IN	Augustus Glupsch
1292	118	ACTED_IN	Mr. Salt
1293	118	ACTED_IN	Mrs. Glupsch
1294	118	ACTED_IN	Mrs. Beauregard
113	118	ACTED_IN	Dr. Wonka
1295	118	ACTED_IN	Oompa Loompa
184997	118	ACTED_IN	Shopkeeper
7320	118	ACTED_IN	
85	22	ACTED_IN	Jack Sparrow
114	22	ACTED_IN	Will Turner
116	22	ACTED_IN	Elizabeth Swann
118	22	ACTED_IN	Barbossa
1710	22	ACTED_IN	Pintel
378	22	ACTED_IN	Governor Weatherby Swann
1709	22	ACTED_IN	Norrington
1711	22	ACTED_IN	Ragetti
1712	22	ACTED_IN	Lt. Gillette
1713	22	ACTED_IN	Murtogg
1714	22	ACTED_IN	Mullroy
1715	22	ACTED_IN	Cotton
1716	22	ACTED_IN	Twigg
1717	22	ACTED_IN	Bosun
8691	22	ACTED_IN	Anamaria
82636	22	ACTED_IN	Frightened Sailor
82143	22	ACTED_IN	Young Elizabeth Swann
2449	22	ACTED_IN	Joshamee Gibbs
1137	392	ACTED_IN	Vianne Rocher
658	392	ACTED_IN	Comte Paul de Reynaud
85	392	ACTED_IN	Roux
530	392	ACTED_IN	Caroline Clairmont
5309	392	ACTED_IN	Armande Voizin
5310	392	ACTED_IN	Jean-Marc Drou
5311	392	ACTED_IN	Francoise Drou
5312	392	ACTED_IN	Pere Henri
5313	392	ACTED_IN	Josephine Muscat
53	392	ACTED_IN	Serge Muscat
5314	392	ACTED_IN	Luc Clairmont
5315	392	ACTED_IN	Anouk Rocher
5316	392	ACTED_IN	Dedou Drou
5317	392	ACTED_IN	Didi Drou
5318	392	ACTED_IN	Yvette Marceau
5319	392	ACTED_IN	Alphonse Marceau
5320	392	ACTED_IN	Madame Audel
5321	392	ACTED_IN	Guillaume Blerot
31	5255	ACTED_IN	Hero Boy | Father | Conducter | Santa Clause | Scrooge | Hobo
2169	5255	ACTED_IN	Smokey | Steamer
42362	5255	ACTED_IN	Know-It-All
23791	5255	ACTED_IN	Toothless Boy
18286	5255	ACTED_IN	Hero Girl
42363	5255	ACTED_IN	Lonely Boy
12826	5255	ACTED_IN	Elf General
37935	5255	ACTED_IN	Elf Lieutenant
42287	5255	ACTED_IN	Mother
42286	5255	ACTED_IN	Red Head Girl
1080274	5255	ACTED_IN	Pastry Chef
31	568	ACTED_IN	Jim Lovell
2053	568	ACTED_IN	Fred Haise
4724	568	ACTED_IN	Jack Swigert
33	568	ACTED_IN	Ken Mattingly
228	568	ACTED_IN	Gene Kranz
8183	568	ACTED_IN	Marilyn Lovell
8184	568	ACTED_IN	Barbara Lovell
8185	568	ACTED_IN	Susan Lovell
8186	568	ACTED_IN	Jeffrey Lovell
8187	568	ACTED_IN	Jay Lovell
8188	568	ACTED_IN	Blanch Lovell
8189	568	ACTED_IN	Mary Haise
7219	568	ACTED_IN	Pete Conrad
8190	568	ACTED_IN	Jane Conrad
8191	568	ACTED_IN	Deke Slayton
8192	568	ACTED_IN	NASA Director
3982	568	ACTED_IN	Henry Hurt
102429	568	ACTED_IN	Congressman
10362	9800	ACTED_IN	Judge Tate
59329	9800	ACTED_IN	Crutches
3131	9800	ACTED_IN	Miguel Alvarez
5292	9800	ACTED_IN	Joe Mille
31	9800	ACTED_IN	Andrew Beckett
568363	9800	ACTED_IN	Dr. Gillman
91428	9800	ACTED_IN	Clinic Storyteller
568364	9800	ACTED_IN	Clinic Patient
568365	9800	ACTED_IN	Tyrone
568366	9800	ACTED_IN	Kenneth Killcoyne
32592	9800	ACTED_IN	Bob Seidman
63279	9800	ACTED_IN	Anthea Burton
58539	9800	ACTED_IN	Rachel Smilow
568367	9800	ACTED_IN	Shelby
11367	9800	ACTED_IN	Jamey Collins
31	497	ACTED_IN	Paul Edgecomb
61981	497	ACTED_IN	John Coffey
5149	497	ACTED_IN	Jan Edgecomb
52	497	ACTED_IN	Brutus Brutal Howell
2169	497	ACTED_IN	Eduard Delacroix
6804	497	ACTED_IN	Arlen Bitterbuck
1276	497	ACTED_IN	Melinda Moores
6805	497	ACTED_IN	Old Paul Edgecomb
33	497	ACTED_IN	Lawyer Burt Hammersmith
6806	497	ACTED_IN	Percy Wetmore
